파일명,실제구분,음성길이(초),길이구간,최종위험점수,AI음성확률,태도변화여부,감정변화상세(Arousal),최종판정
14번수정-1.m4a,보이스피싱,53.4,40s~60s,0.22,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.42),정상
6번_3차례 신고된 남성 전화금융사기범 (음성_6)-1.m4a,보이스피싱,32.4,20s~40s,5.0,40.8%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.36),보이스피싱
금감원_보이스피싱_2_수정07-1.m4a,보이스피싱,156.2,1m20s~,4.28,67.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),보이스피싱
13번수정-1.m4a,보이스피싱,54.7,40s~60s,5.0,48.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.40),보이스피싱
5번수정-2.m4a,보이스피싱,34.2,20s~40s,2.95,72.8%,N,변화 없음 (안정적 상태 유지),정상
5차례 신고된 남성 전화금융사기범 음성 2-2.m4a,보이스피싱,124.4,1m20s~,5.0,86.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.36),보이스피싱
5차례 신고된 남성 전화금융사기범 음성 4-4.m4a,보이스피싱,50.2,40s~60s,5.0,78.8%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),보이스피싱
5차례 신고된 남성 전화금융사기범 음성 4-5.m4a,보이스피싱,95.5,1m20s~,4.91,50.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
17번수정-1.m4a,보이스피싱,66.7,1m~1m20s,4.75,48.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.37),보이스피싱
5번수정-3.m4a,보이스피싱,60.5,1m~1m20s,4.94,62.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.42),보이스피싱
5차례 신고된 남성 전화금융사기범 음성 2-3.m4a,보이스피싱,68.7,1m~1m20s,5.0,58.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),보이스피싱
13번수정-2.m4a,보이스피싱,32.2,20s~40s,3.06,57.2%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),정상
5차례 신고된 남성 전화금융사기범 음성 2-1.m4a,보이스피싱,86.8,1m20s~,5.0,48.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.46),보이스피싱
5번수정-1.m4a,보이스피싱,50.6,40s~60s,5.0,64.5%,N,변화 없음 (안정적 상태 유지),보이스피싱
17번수정-3.m4a,보이스피싱,57.6,40s~60s,5.0,37.8%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),보이스피싱
금감원_보이스피싱_12_수정07-1.m4a,보이스피싱,176.0,1m20s~,5.0,80.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
17번수정-2.m4a,보이스피싱,37.1,20s~40s,2.0,53.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),정상
13번수정-3.m4a,보이스피싱,71.9,1m~1m20s,4.65,57.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
4차례 신고된 남성 전화금융사기범-3.m4a,보이스피싱,38.7,20s~40s,4.21,54.8%,N,변화 없음 (안정적 상태 유지),보이스피싱
4차례 신고된 남성 전화금융사기범 음성 4-3.m4a,보이스피싱,120.6,1m20s~,5.0,57.3%,N,변화 없음 (안정적 상태 유지),보이스피싱
4차례 신고된 남성 전화금융사기범 음성 6-1.m4a,보이스피싱,89.6,1m20s~,4.65,59.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),보이스피싱
6차례 신고된 남성 전화금융사기범 음성 2-3.m4a,보이스피싱,92.6,1m20s~,3.72,53.6%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.40),보이스피싱
16번수정-1.m4a,보이스피싱,32.8,20s~40s,4.05,57.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
4차례 신고된 남성 전화금융사기범 음성 2-4.m4a,보이스피싱,69.5,1m~1m20s,5.0,60.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),보이스피싱
7master-1.m4a,보이스피싱,56.9,40s~60s,5.0,58.8%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
6차례 신고된 남성 전화금융사기범 음성 2-2.m4a,보이스피싱,51.6,40s~60s,5.0,72.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.35),보이스피싱
11번수정-4.m4a,보이스피싱,101.2,1m20s~,5.0,64.5%,N,변화 없음 (안정적 상태 유지),보이스피싱
4차례 신고된 남성 전화금융사기범 음성 4-2.m4a,보이스피싱,34.0,20s~40s,2.23,59.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),정상
금감원_보이스피싱_3_수정07-1.m4a,보이스피싱,158.9,1m20s~,4.42,64.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),보이스피싱
4차례 신고된 남성 전화금융사기범-2.m4a,보이스피싱,40.8,40s~60s,0.56,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.46),정상
4차례 신고된 여성 전화금융사기범 음성 1-1.m4a,보이스피싱,97.5,1m20s~,4.91,66.6%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
4차례 신고된 여성 전화금융사기범 음성 1-3.m4a,보이스피싱,76.4,1m~1m20s,5.0,64.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),보이스피싱
4차례 신고된 남성 전화금융사기범 음성 6-2.m4a,보이스피싱,85.7,1m20s~,4.75,69.4%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.40),보이스피싱
16번수정-2.m4a,보이스피싱,71.1,1m~1m20s,5.0,63.8%,N,변화 없음 (안정적 상태 유지),보이스피싱
7master-3.m4a,보이스피싱,44.5,40s~60s,3.64,44.8%,N,변화 없음 (안정적 상태 유지),보이스피싱
7master-2.m4a,보이스피싱,40.7,40s~60s,3.38,72.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.35),정상
16번수정-3.m4a,보이스피싱,38.8,20s~40s,3.34,67.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
6차례 신고된 남성 전화금융사기범 음성 2-1.m4a,보이스피싱,43.9,40s~60s,5.0,70.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
4차례 신고된 남성 전화금융사기범 음성 6-3.m4a,보이스피싱,104.7,1m20s~,5.0,64.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),보이스피싱
4차례 신고된 남성 전화금융사기범 음성 4-1.m4a,보이스피싱,42.9,40s~60s,1.65,N/A,N,변화 없음 (안정적 상태 유지),정상
4차례 신고된 남성 전화금융사기범-1.m4a,보이스피싱,70.8,1m~1m20s,5.0,62.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.44),보이스피싱
4차례 신고된 여성 전화금융사기범 음성 1-2.m4a,보이스피싱,123.4,1m20s~,5.0,45.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
4차례 신고된 여성 전화금융사기범-3.m4a,보이스피싱,56.6,40s~60s,4.65,49.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),보이스피싱
11번수정-3.m4a,보이스피싱,60.7,1m~1m20s,4.68,68.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),보이스피싱
금감원_보이스피싱_9_수정06-1.m4a,보이스피싱,36.0,20s~40s,1.16,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.40),정상
6차례 신고된 남성 전화금융사기범 음성 2-5.m4a,보이스피싱,47.1,40s~60s,4.83,74.4%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
금감원_보이스피싱_10_수정07-1.m4a,보이스피싱,152.4,1m20s~,5.0,69.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),보이스피싱
4차례 신고된 남성 전화금융사기범 음성 2-3.m4a,보이스피싱,67.9,1m~1m20s,5.0,52.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
4차례 신고된 남성 전화금융사기범 음성 2-2.m4a,보이스피싱,85.6,1m20s~,4.74,65.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),보이스피싱
6차례 신고된 남성 전화금융사기범 음성 2-4.m4a,보이스피싱,56.2,40s~60s,5.0,83.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),보이스피싱
11번수정-2.m4a,보이스피싱,105.0,1m20s~,5.0,72.4%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.39),보이스피싱
4차례 신고된 남성 전화금융사기범-4.m4a,보이스피싱,30.8,20s~40s,1.48,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),정상
4차례 신고된 남성 전화금융사기범 음성 4-4.m4a,보이스피싱,37.9,20s~40s,3.67,57.6%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),보이스피싱
4차례 신고된 여성 전화금융사기범-2.m4a,보이스피싱,42.4,40s~60s,4.71,43.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
4차례 신고된 남성 전화금융사기범 음성 6-4.m4a,보이스피싱,96.2,1m20s~,5.0,58.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),보이스피싱
6차례 신고된 남성 전화금융사기범 음성 2-6.m4a,보이스피싱,68.0,1m~1m20s,5.0,77.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.38),보이스피싱
금감원_보이스피싱_4_수정07-1.m4a,보이스피싱,189.7,1m20s~,4.91,68.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
4차례 신고된 남성 전화금융사기범 음성 2-1.m4a,보이스피싱,43.7,40s~60s,5.0,60.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.42),보이스피싱
11번수정-1.m4a,보이스피싱,32.4,20s~40s,2.86,52.2%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),정상
4차례 신고된 여성 전화금융사기범-1.m4a,보이스피싱,26.4,20s~40s,2.97,56.7%,N,변화 없음 (안정적 상태 유지),정상
4차례 신고된 여성 전화금융사기범 음성 1-4.m4a,보이스피싱,58.3,40s~60s,3.7,58.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),보이스피싱
6차례 신고된 남성 전화금융사기범 음성 1-2.m4a,보이스피싱,32.8,20s~40s,3.16,41.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),정상
4차례 신고된 남성 전화금융사기범 음성 1-4.m4a,보이스피싱,64.9,1m~1m20s,5.0,66.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),보이스피싱
4차례 신고된 여성 전화금융사기범 음성 2-1.m4a,보이스피싱,90.1,1m20s~,4.73,52.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
9번_3차례 신고된 남성 전화금융사기범 (음성_9)-2.m4a,보이스피싱,39.7,20s~40s,1.58,N/A,N,변화 없음 (안정적 상태 유지),정상
4차례 신고된 남성 전화금융사기범 음성 7-2.m4a,보이스피싱,125.8,1m20s~,5.0,57.4%,N,변화 없음 (안정적 상태 유지),보이스피싱
3차-(1).16차례 신고된 남성 전화금융사기범 음성-7.m4a,보이스피싱,19.8,~20s,0.51,N/A,N,변화 없음 (안정적 상태 유지),정상
4차례 신고된 남성 전화금융사기범 음성 5-1.m4a,보이스피싱,64.5,1m~1m20s,5.0,40.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.38),보이스피싱
15master-1.m4a,보이스피싱,62.9,1m~1m20s,4.96,62.7%,N,변화 없음 (안정적 상태 유지),보이스피싱
3차-(1).16차례 신고된 남성 전화금융사기범 음성-6.m4a,보이스피싱,26.4,20s~40s,2.68,47.8%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),정상
4차례 신고된 남성 전화금융사기범 음성 7-3.m4a,보이스피싱,96.6,1m20s~,5.0,57.4%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),보이스피싱
9번_3차례 신고된 남성 전화금융사기범 (음성_9)-3.m4a,보이스피싱,31.4,20s~40s,0.56,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),정상
6차례 신고된 남성 전화금융사기범 음성 3-1.m4a,보이스피싱,76.1,1m~1m20s,5.0,48.4%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.46),보이스피싱
6차례 신고된 남성 전화금융사기범 음성 1-3.m4a,보이스피싱,71.4,1m~1m20s,5.0,38.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
8번_3차례 신고된 남성 전화금융사기범 (음성_8)-1.m4a,보이스피싱,55.7,40s~60s,4.26,50.4%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
8번_3차례 신고된 남성 전화금융사기범 (음성_8)-3.m4a,보이스피싱,35.8,20s~40s,4.67,61.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
6차례 신고된 남성 전화금융사기범 음성 1-1.m4a,보이스피싱,48.3,40s~60s,2.46,65.8%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),정상
6차례 신고된 남성 전화금융사기범 음성 3-3.m4a,보이스피싱,53.0,40s~60s,4.51,71.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.39),보이스피싱
4차례 신고된 여성 전화금융사기범 음성 2-2.m4a,보이스피싱,84.1,1m20s~,5.0,61.4%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.44),보이스피싱
9번_3차례 신고된 남성 전화금융사기범 (음성_9)-1.m4a,보이스피싱,41.8,40s~60s,2.92,70.3%,N,변화 없음 (안정적 상태 유지),정상
4차례 신고된 남성 전화금융사기범 음성 7-1.m4a,보이스피싱,61.1,1m~1m20s,1.73,N/A,N,변화 없음 (안정적 상태 유지),정상
15master-3.m4a,보이스피싱,48.8,40s~60s,4.84,67.8%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.42),보이스피싱
3차-(1).16차례 신고된 남성 전화금융사기범 음성-4.m4a,보이스피싱,34.2,20s~40s,2.83,41.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.38),정상
4차례 신고된 남성 전화금융사기범 음성 5-3.m4a,보이스피싱,41.6,40s~60s,2.99,58.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),정상
4차례 신고된 남성 전화금융사기범 음성 5-2.m4a,보이스피싱,99.7,1m20s~,5.0,47.2%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
3차-(1).16차례 신고된 남성 전화금융사기범 음성-5.m4a,보이스피싱,28.8,20s~40s,1.87,N/A,N,변화 없음 (안정적 상태 유지),정상
15master-2.m4a,보이스피싱,44.0,40s~60s,4.75,61.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),보이스피싱
4차례 신고된 여성 전화금융사기범 음성 2-3.m4a,보이스피싱,82.7,1m20s~,5.0,54.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.42),보이스피싱
6차례 신고된 남성 전화금융사기범 음성 3-2.m4a,보이스피싱,75.7,1m~1m20s,5.0,64.6%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
금감원_보이스피싱_6_수정08-1.m4a,보이스피싱,161.7,1m20s~,4.65,79.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.40),보이스피싱
4차례 신고된 남성 전화금융사기범 음성 3-4.m4a,보이스피싱,71.3,1m~1m20s,2.72,70.6%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),정상
8번_3차례 신고된 남성 전화금융사기범 (음성_8)-2.m4a,보이스피싱,58.1,40s~60s,3.76,66.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.42),보이스피싱
6차례 신고된 남성 전화금융사기범 음성 1-4.m4a,보이스피싱,69.7,1m~1m20s,0.21,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),정상
4차례 신고된 남성 전화금융사기범 음성 1-2.m4a,보이스피싱,38.6,20s~40s,4.59,55.2%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
6차례 신고된 남성 전화금융사기범 음성 3-6.m4a,보이스피싱,51.1,40s~60s,3.85,48.3%,N,변화 없음 (안정적 상태 유지),보이스피싱
금감원_보이스피싱_1_수정08-1.m4a,보이스피싱,228.7,1m20s~,5.0,64.8%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),보이스피싱
4차례 신고된 남성 전화금융사기범 음성 7-4.m4a,보이스피싱,100.7,1m20s~,5.0,55.6%,N,변화 없음 (안정적 상태 유지),보이스피싱
3차-(1).16차례 신고된 남성 전화금융사기범 음성-1.m4a,보이스피싱,37.5,20s~40s,3.74,49.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),보이스피싱
2번_3차례 신고된 여성 전화금융사기범 (음성_2)-2.m4a,보이스피싱,59.6,40s~60s,5.0,56.6%,N,변화 없음 (안정적 상태 유지),보이스피싱
12번_3차례 신고된 남성 전화금융사기범 (음성_12)-1.m4a,보이스피싱,35.6,20s~40s,4.71,44.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),보이스피싱
2번_3차례 신고된 여성 전화금융사기범 (음성_2)-3.m4a,보이스피싱,69.0,1m~1m20s,5.0,55.1%,N,변화 없음 (안정적 상태 유지),보이스피싱
10번_3차례 신고된 남성 전화금융사기범 (음성_10)-1.m4a,보이스피싱,71.8,1m~1m20s,4.57,60.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.46),보이스피싱
4차례 신고된 남성 전화금융사기범 음성 1-3.m4a,보이스피싱,58.0,40s~60s,5.0,57.8%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
15번_3차례 신고된 남성 전화금융사기범 (음성_15)-1.m4a,보이스피싱,64.5,1m~1m20s,4.12,76.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),보이스피싱
6차례 신고된 남성 전화금융사기범 음성 1-5.m4a,보이스피싱,60.3,1m~1m20s,0.97,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
4차례 신고된 남성 전화금융사기범 음성 3-1.m4a,보이스피싱,61.6,1m~1m20s,5.0,50.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),보이스피싱
4차례 신고된 남성 전화금융사기범 음성 3-3.m4a,보이스피싱,91.1,1m20s~,5.0,44.3%,N,변화 없음 (안정적 상태 유지),보이스피싱
