파일명,실제구분,음성길이(초),길이구간,최종위험점수,AI음성확률,태도변화여부,감정변화상세(Arousal),최종판정
KsponSpeech_008544.pcm,정상대화,18.3,~20s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),정상
1_9065G2A1_9064G1A1_T1_1D10T0411C000012_047551.wav,정상대화,41.0,40s~60s,0.57,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.40),정상
KsponSpeech_095704.pcm,정상대화,28.2,20s~40s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),정상
KsponSpeech_082522.pcm,정상대화,28.7,20s~40s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
KsponSpeech_008196.pcm,정상대화,17.5,~20s,0.14,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),정상
통화 녹음 010-5602-0630_260516_084106.m4a,정상대화,20.2,20s~40s,1.61,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),정상
1_8369G1A1_8365G1A1_T1_1D01T0030C000011_039310.wav,정상대화,16.4,~20s,0.04,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.46),정상
통화 녹음 ㅈㅍ_260501_214116.m4a,정상대화,7.8,~20s,0.0,N/A,N,변화 없음 (안정적 상태 유지),정상
1_9085G2A1_9088G2A1_T1_1D08T0348C000032_040533.wav,정상대화,65.5,1m~1m20s,0.03,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.44),정상
KsponSpeech_082678.pcm,정상대화,30.7,20s~40s,0.0,N/A,N,변화 없음 (안정적 상태 유지),정상
KsponSpeech_095304.pcm,정상대화,25.5,20s~40s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),정상
1_8683G1A1_8684G1A1_T1_1D02T0068C000019_043821.wav,정상대화,71.7,1m~1m20s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
1_8509G2A1_8508G2A1_T1_1D05T0170C000045_038017.wav,정상대화,131.1,1m20s~,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.42),정상
통화 녹음 010-5602-0630_260504_120040.m4a,정상대화,69.1,1m~1m20s,0.11,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),정상
1_8970G1A1_8969G1A1_T1_1D04T0151C000051_039915.wav,정상대화,120.8,1m20s~,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),정상
KsponSpeech_008150.pcm,정상대화,19.9,~20s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.40),정상
1_8251G2A1_8253G2A1_T1_1D05T0183C000023_037008.wav,정상대화,118.8,1m20s~,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),정상
1_8291G2A1_8290G2A1_T1_1D05T0184C000024_037151.wav,정상대화,59.4,40s~60s,0.24,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.42),정상
1_8505G2A1_8504G2A1_T1_1D06T0241C000043_038037.wav,정상대화,120.8,1m20s~,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),정상
1_8617G2A1_8621G2A1_T1_1D02T0074C000028_038447.wav,정상대화,69.6,1m~1m20s,0.06,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
1_9044G2A1_9042G2A1_T1_1D10T0440C000034_040311.wav,정상대화,88.1,1m20s~,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.44),정상
1_8470G2A1_8471G2A1_T1_1D03T0099C000022_038626.wav,정상대화,90.1,1m20s~,0.19,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),정상
1_8433G2A1_8461G2A1_T1_1D05T0191C000006_037865.wav,정상대화,36.9,20s~40s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),정상
1_8868G2A1_8869G2A1_T1_1D05T0181C000007_039581.wav,정상대화,14.3,~20s,0.0,N/A,N,변화 없음 (안정적 상태 유지),정상
KsponSpeech_008557.pcm,정상대화,25.5,20s~40s,0.0,N/A,N,변화 없음 (안정적 상태 유지),정상
1_8684G1A1_8683G1A1_T1_1D02T0046C000018_043305.wav,정상대화,81.9,1m20s~,0.38,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),정상
KsponSpeech_008621.pcm,정상대화,25.8,20s~40s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),정상
KsponSpeech_008806.pcm,정상대화,16.4,~20s,0.0,N/A,N,변화 없음 (안정적 상태 유지),정상
1_8400G1A1_8413G1A1_T1_1D01T0030C000043_037553.wav,정상대화,69.6,1m~1m20s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),정상
KsponSpeech_095257.pcm,정상대화,30.1,20s~40s,0.0,N/A,N,변화 없음 (안정적 상태 유지),정상
통화 녹음 ㅈㅍ_260502_182654.m4a,정상대화,25.8,20s~40s,1.1,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.39),정상
1_8592G2A1_8591G1A1_T1_1D08T0334C000006_038347.wav,정상대화,63.5,1m~1m20s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.42),정상
1_8701G1A1_8702G1A1_T1_1D05T0198C000025_038859.wav,정상대화,63.5,1m~1m20s,0.55,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),정상
1_8197G2A1_8198G2A1_T1_1D02T0092C000024_036765.wav,정상대화,129.0,1m20s~,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),정상
KsponSpeech_008599.pcm,정상대화,18.5,~20s,0.13,N/A,N,변화 없음 (안정적 상태 유지),정상
KsponSpeech_095445.pcm,정상대화,25.1,20s~40s,0.26,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.46),정상
1_8720G2A1_8746G2A1_T1_1D08T0336C000052_039227.wav,정상대화,129.0,1m20s~,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.46),정상
1_8551G2A1_8552G2A1_T1_1D07T0315C000023_038279.wav,정상대화,67.6,1m~1m20s,1.0,N/A,N,변화 없음 (안정적 상태 유지),정상
1_8817G1A1_8816G1A1_T1_1D06T0250C000026_039322.wav,정상대화,49.2,40s~60s,0.0,N/A,N,변화 없음 (안정적 상태 유지),정상
KsponSpeech_008361.pcm,정상대화,21.9,20s~40s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.42),정상
1_8431G1A1_8432G1A1_T1_1D07T0315C000037_038122.wav,정상대화,131.1,1m20s~,0.74,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),정상
1_8051G1A1_8109G1A1_T1_1D09T0395C000021_036936.wav,정상대화,88.1,1m20s~,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),정상
통화 녹음 010-5602-0630_260514_155333.m4a,정상대화,40.8,40s~60s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.39),정상
KsponSpeech_008834.pcm,정상대화,19.3,~20s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),정상
1_8720G2A1_8746G2A1_T1_1D08T0336C000046_039222.wav,정상대화,118.8,1m20s~,1.16,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.46),정상
KsponSpeech_008571.pcm,정상대화,17.8,~20s,0.01,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),정상
KsponSpeech_095335.pcm,정상대화,30.6,20s~40s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),정상
KsponSpeech_095651.pcm,정상대화,28.3,20s~40s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.44),정상
1_8209G1A1_8210G1A1_T1_1D01T0028C000007_036797.wav,정상대화,22.5,20s~40s,0.3,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.36),정상
1_9065G2A1_9064G1A1_T1_1D10T0411C000039_047559.wav,정상대화,114.7,1m20s~,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
1_8615G1A1_8614G1A1_T1_1D04T0148C000044_038432.wav,정상대화,96.3,1m20s~,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),정상
통화 녹음 010-5602-0630_260506_214441.m4a,정상대화,16.5,~20s,0.37,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),정상
통화 녹음 ㅈㅍ_260514_222159.m4a,정상대화,24.7,20s~40s,2.26,60.1%,N,변화 없음 (안정적 상태 유지),정상
1_8380G2A1_8379G2A1_T1_1D10T0440C000020_037958.wav,정상대화,65.5,1m~1m20s,0.11,N/A,N,변화 없음 (안정적 상태 유지),정상
1_8494G2A1_8495G2A1_T1_1D05T0176C000019_039378.wav,정상대화,57.3,40s~60s,0.26,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),정상
1_8560G2A1_8558G2A1_T1_1D07T0315C000025_038158.wav,정상대화,71.7,1m~1m20s,1.77,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
KsponSpeech_008993.pcm,정상대화,19.6,~20s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
1_8683G1A1_8684G1A1_T1_1D02T0081C000012_043815.wav,정상대화,65.5,1m~1m20s,0.76,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.42),정상
1_8505G2A1_8504G2A1_T1_1D06T0233C000008_037978.wav,정상대화,26.6,20s~40s,0.13,N/A,N,변화 없음 (안정적 상태 유지),정상
KsponSpeech_008429.pcm,정상대화,18.5,~20s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),정상
1_8720G2A1_8746G2A1_T1_1D08T0336C000035_039224.wav,정상대화,84.0,1m20s~,0.46,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),정상
KsponSpeech_008367.pcm,정상대화,27.0,20s~40s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),정상
KsponSpeech_008832.pcm,정상대화,24.6,20s~40s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.44),정상
KsponSpeech_008601.pcm,정상대화,16.5,~20s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),정상
1_8214G2A1_8218G1A1_T1_1D10T0427C000003_036891.wav,정상대화,12.3,~20s,1.05,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
1_7989G2A1_7991G2A1_T1_1D05T0173C000019_035795.wav,정상대화,57.3,40s~60s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),정상
1_8591G1A1_8592G2A1_T1_1D09T0384C000013_038349.wav,정상대화,69.6,1m~1m20s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),정상
1_9102G2A1_9103G2A1_T1_1D10T0414C000004_040520.wav,정상대화,15.6,~20s,1.37,N/A,N,변화 없음 (안정적 상태 유지),정상
KsponSpeech_082129.pcm,정상대화,30.2,20s~40s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),정상
1_8138G1A1_8137G1A1_T1_1D03T0097C000034_036482.wav,정상대화,94.2,1m20s~,0.45,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.36),정상
1_8505G2A1_8504G2A1_T1_1D01T0001C000026_038183.wav,정상대화,63.5,1m~1m20s,1.05,N/A,N,변화 없음 (안정적 상태 유지),정상
1_8262G1A1_8264G2A1_T1_1D09T0393C000005_037052.wav,정상대화,34.8,20s~40s,0.0,N/A,N,변화 없음 (안정적 상태 유지),정상
1_8219G2A1_8220G2A1_T1_1D05T0187C000027_036808.wav,정상대화,98.3,1m20s~,0.12,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),정상
KsponSpeech_095680.pcm,정상대화,28.2,20s~40s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),정상
KsponSpeech_095723.pcm,정상대화,25.1,20s~40s,0.08,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
1_8494G2A1_8495G2A1_T1_1D06T0216C000057_041167.wav,정상대화,127.0,1m20s~,0.05,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.42),정상
KsponSpeech_008370.pcm,정상대화,18.1,~20s,0.07,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),정상
1_8554G2A1_8555G2A1_T1_1D02T0074C000018_038212.wav,정상대화,122.9,1m20s~,0.74,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),정상
1_8868G2A1_8869G2A1_T1_1D02T0048C000025_039584.wav,정상대화,86.0,1m20s~,0.0,N/A,N,변화 없음 (안정적 상태 유지),정상
KsponSpeech_008934.pcm,정상대화,24.6,20s~40s,0.78,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
KsponSpeech_008288.pcm,정상대화,17.7,~20s,0.0,N/A,N,변화 없음 (안정적 상태 유지),정상
1_8394G2A1_8422G2A1_T1_1D09T0377C000010_037572.wav,정상대화,63.5,1m~1m20s,0.0,N/A,N,변화 없음 (안정적 상태 유지),정상
KsponSpeech_008060.pcm,정상대화,17.3,~20s,0.0,N/A,N,변화 없음 (안정적 상태 유지),정상
KsponSpeech_008841.pcm,정상대화,20.2,20s~40s,0.19,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
KsponSpeech_008464.pcm,정상대화,30.3,20s~40s,0.16,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),정상
1_8337G1A1_8402G1A1_T1_1D01T0038C000006_037514.wav,정상대화,14.3,~20s,0.25,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),정상
통화 녹음 ㅈㅍ_260503_160742.m4a,정상대화,9.7,~20s,0.18,N/A,N,변화 없음 (안정적 상태 유지),정상
1_8505G2A1_8504G2A1_T1_1D01T0001C000040_038039.wav,정상대화,79.9,1m~1m20s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.44),정상
KsponSpeech_008880.pcm,정상대화,20.4,20s~40s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),정상
KsponSpeech_008512.pcm,정상대화,25.5,20s~40s,0.0,N/A,N,변화 없음 (안정적 상태 유지),정상
1_8282G1A1_8283G1A1_T1_1D01T0013C000036_037129.wav,정상대화,96.3,1m20s~,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
1_8051G1A1_8109G1A1_T1_1D06T0223C000010_036336.wav,정상대화,51.2,40s~60s,0.62,N/A,N,변화 없음 (안정적 상태 유지),정상
KsponSpeech_082955.pcm,정상대화,28.5,20s~40s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
KsponSpeech_008339.pcm,정상대화,25.8,20s~40s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),정상
KsponSpeech_008852.pcm,정상대화,17.5,~20s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),정상
KsponSpeech_095756.pcm,정상대화,26.7,20s~40s,0.0,N/A,N,변화 없음 (안정적 상태 유지),정상
1_8450G2A1_8449G2A1_T1_1D09T0386C000035_037790.wav,정상대화,100.4,1m20s~,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),정상
통화 녹음 010-5602-0630_260514_213755.m4a,정상대화,34.0,20s~40s,0.0,N/A,N,변화 없음 (안정적 상태 유지),정상
KsponSpeech_082174.pcm,정상대화,29.7,20s~40s,1.22,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.44),정상
1_8871G1A1_8870G1A1_T1_1D06T0227C000040_039607.wav,정상대화,92.2,1m20s~,0.0,N/A,N,변화 없음 (안정적 상태 유지),정상
1_8198G2A1_8197G2A1_T1_1D09T0386C000014_036760.wav,정상대화,100.3,1m20s~,0.28,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.37),정상
1_8505G2A1_8504G2A1_T1_1D02T0086C000023_038042.wav,정상대화,108.5,1m20s~,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
KsponSpeech_008489.pcm,정상대화,23.2,20s~40s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),정상
1_9102G2A1_9103G2A1_T1_1D10T0427C000025_040546.wav,정상대화,44.6,40s~60s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),정상
1_8684G1A1_8683G1A1_T1_1D06T0233C000023_041008.wav,정상대화,75.8,1m~1m20s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),정상
1_8850G1A1_8644G2A1_T1_1D10T0413C000046_040036.wav,정상대화,122.9,1m20s~,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),정상
KsponSpeech_008501.pcm,정상대화,20.3,20s~40s,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.42),정상
1_8352G2A1_8353G2A1_T1_1D02T0093C000003_037362.wav,정상대화,10.2,~20s,0.0,N/A,N,변화 없음 (안정적 상태 유지),정상
1_8728G2A1_8727G2A1_T1_1D09T0386C000043_038967.wav,정상대화,124.9,1m20s~,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
